         241          18
     188.6252209684997467       -8.9638697671333567      482.8914204142791391
     188.6635684501132175       -8.6230606605468942      482.9232859037728645
     188.6730189894537943       -8.2791304996495541      482.9356282092609263
     188.6535503876639268       -7.9358201536494857      482.9283648544652578
     188.6055093592260050       -7.5968502246342648      482.9016717940578474
     188.5296081006049747       -7.2658659197430939      482.8559816492358436
     188.4269161287889176       -6.9463823993142508      482.7919782863787077
     188.2988475432268842       -6.6417311467160944      482.7105878655056017
     188.1471439460119370       -6.3550078433368959      482.6129665585332305
     187.9738533342374467       -6.0890221450525210      482.5004852088110852
     187.7813053529436615       -5.8462496438498341      482.3747112709525595
     187.5720833645991377       -5.6287861604417202      482.2373884312910377
     187.3489938493868294       -5.4383043528784301      482.0904143619424644
     187.1150336977018185       -5.2760124485623905      481.9358171030938820
     186.8733559902534012       -5.1426147269282954      481.7757305962817327
     186.6288507280224849       -5.0238456486731895      481.6136002410377159
     186.3600336295003785       -4.8935106688756687      481.4353562294328412
     186.0645635431642972       -4.7505470088539656      481.2394523481783040
     185.7398894534142642       -4.5938073776686297      481.0242062466253401
     185.3832347767289264       -4.4220560211300048      480.7877902228104858
     184.9915810884703831       -4.2339652324342412      480.5282220569677634
     184.5616513818725650       -4.0281125215975591      480.2433560987669807
     184.0898929876940144       -3.8029786851092866      479.9308748744926447
     183.5724603119374194       -3.5569470692327920      479.5882815532412451
     183.0051992231601048       -3.2883043639859655      479.2128912271640502
     182.3836365496796930       -2.9952433315323312      478.8018166615521523
     181.7029631066409650       -2.6758681083828115      478.3519669483194434
     180.9580194896196872       -2.3282025675570779      477.8600463801603269
     180.1432849400032978       -1.9502024479268223      477.3225544821120820
     179.2528687212817431       -1.5397720732843325      476.7357896395809576
     178.2805046195955185       -1.0947865869771176      476.0958572002605251
     177.2195482275307086       -0.6131207497416680      475.3986846158628055
     176.0629644297058860       -0.0926854557755605      474.6400654204941247
     174.8033288474150027        0.4685269150734756      473.8156975099401507
     173.4328433229515269        1.0723868835020458      472.9212181612747372
     171.9433492386422984        1.7205605840394103      471.9522638424825800
     170.3263762687781764        2.4144289699989314      470.9045091505580558
     168.5732440246893589        3.1549933945128270      469.7736725970120233
     166.6750868576630467        3.9427714267565559      468.5556660560266664
     164.6229664096763372        4.7776818307514164      467.2466496022366869
     162.4082483697554835        5.6589160371250991      465.8427219580241854
     160.0226925466777175        6.5848069876894240      464.3401162378850131
     157.4588413222396071        7.5526925838521963      462.7349671320657762
     154.7106796166712570        8.5587765301268917      461.0227046331851284
     151.7736068181573046        9.5980237955547913      459.1986499333422671
     148.6444708927813849       10.6640949796261779      457.2585708664421418
     145.3220583495952667       11.7493211895061123      455.1985850469367847
     141.8072726699460304       12.8447630610972112      453.0156506177875144
     138.1012319233254289       13.9404701475551267      450.7114029427859805
     134.2042346835979174       15.0258621590571124      448.2945960330741855
     130.1217969285906122       16.0898540133187709      445.7719498408517325
     125.8636554098639806       17.1213946061905915      443.1500904981757003
     121.4417118606322532       18.1100906641153436      440.4385540144483571
     116.8690258656158818       19.0467072974243621      437.6510737571960590
     112.1619253842009982       19.9233669890592964      434.8015002612455646
     107.3387439707553170       20.7338524005848441      431.9051106634330495
     102.4202793824517528       21.4736457889867083      428.9767727896771703
      97.4340849315303501       22.1394682337692501      426.0225372351027318
      92.4084167741303304       22.7295390926851439      423.0487112727128078
      87.3766483704949053       23.2428597447688574      420.0533529087930447
      82.3706072977876005       23.6794263152066264      417.0367799979960068
      77.8912790313363672       24.0087347880306758      414.3019419492813427
      73.4638890424286899       24.2779976299020532      411.5763158762836724
      69.0902698277858605       24.4898466380684994      408.8906080169724646
      64.7758657236660156       24.6467645402497908      406.2680038733963102
      60.5341222587510046       24.7506621997392955      403.7167572631522034
      56.3817915339538516       24.8022222734202593      401.2376516058214406
      52.3314032023026883       24.8009350371453934      398.8361826971026858
      48.3997645573189246       24.7463303519138762      396.5081329529280083
      44.6062680627070662       24.6384655943394080      394.2427002085651679
      40.9691558492626200       24.4783570830406632      392.0288801688701028
      37.4938655111002745       24.2691358793992791      389.8741130884139920
      34.1790445586307072       24.0153245893335949      387.7937647601658000
      31.0215407708895299       23.7221468440545600      385.8020076222755961
      28.0190497213930740       23.3950745135063869      383.9079149161908617
      25.1705885950190051       23.0395443352088911      382.1148866649273259
      22.4752851685390240       22.6608578734334678      380.4228662688900613
      19.9321235470440712       22.2640092729592780      378.8289908405448045
      17.5384759364409319       21.8536685136741795      377.3302515339663614
      15.2901515518336417       21.4340761388513883      375.9238794501654866
      13.1821514886082660       21.0089368036080231      374.6066788323958008
      11.2089717211430244       20.5814099962856361      373.3750653891088405
       9.3647906564640095       20.1541483501093701      372.2252340313772265
       7.6436335728420737       19.7293594475774867      371.1532826718881779
       6.0394828304283310       19.3088658911025526      370.1552333309516030
       4.5463080535885165       18.8941602965892486      369.2271128983248332
       3.1581058912500124       18.4864514203174402      368.3650062010021884
       1.8689429488117271       18.0867034527778614      367.5650897455641939
       0.6729886614628539       17.6956705197006272      366.8236659814875225
      -0.4354285026439895       17.3139245891261666      366.1371458256497817
      -1.4617912587757771       16.9418812969434711      365.5020584903691088
      -2.4113743092447386       16.5798228278758550      364.9150649110720792
      -3.2892290301572960       16.2279177517307680      364.3729655794146538
      -4.1001698510943205       15.8862380488846178      363.8727007370648607
      -4.8487751583555223       15.5547745477115811      363.4113644941486427
      -5.5393866649546233       15.2334499124798981      362.9862089379038252
      -6.1761091377565620       14.9221296196971380      362.5946424293308610
      -6.7628126675086753       14.6206313222346616      362.2342266434481530
      -7.3031370019487714       14.3287327788788126      361.9026726017305009
      -7.8004975166282762       14.0461785044746073      361.5978359156804345
      -8.2580924520052186       13.7726852739570749      361.3177114338170668
      -8.6789111766279170       13.5079465966704078      361.0604275888721304
      -9.0657432094024255       13.2516362502055447      360.8242406003591896
      -9.4211871706247248       13.0034109046774837      360.6075276914236269
      -9.7476602760813780       12.7629119284542298      360.4087807255426696
     -10.0474080024805357       12.5297663735890126      360.2266000113273776
     -10.3225136904332366       12.3035871127262304      360.0596881857092058
     -10.5967240569948444       12.0643772286612965      359.8936474855447045
     -10.8666526597660713       11.8127540988644792      359.7305825095264140
     -11.1288112579364178       11.5494992427976264      359.5726573199030440
     -11.3798099035176072       11.2754299000934015      359.4219732204195452
     -11.6163990171081455       10.9913955921659863      359.2805425356345950
     -11.8355094897810336       10.6982745598127202      359.1502636395633772
     -12.0342903687808640       10.3969701492688156      359.0328975061261190
     -12.2101437227903009       10.0884072197508363      358.9300460300329405
     -12.3607563216085321        9.7735286426278929      358.8431323425064647
     -12.4841278045624691        9.4532919562452626      358.7733833220186739
     -12.5785950514446050        9.1286662314768101      358.7218144761570784
     -12.6428525090995691        8.8006291917795760      358.6892173469075260
     -12.6759682660056434        8.4701646183989237      358.6761495679166387
     -12.6773957066047522        8.1382600569845600      358.6829276784727085
     -12.6471038052371636        7.8087278479346676      358.7094831287313355
     -12.5854551455742794        7.4853520071862274      358.7555122118910731
     -12.4930792365996997        7.1690341678658704      358.8206129954771768
     -12.3709887926517723        6.8606150888700235      358.9041444349232393
     -12.2205681941759394        6.5608738679635810      359.0052332766659902
     -12.0435574111122747        6.2705274810480915      359.1227838256793916
     -11.8420315408627523        5.9902306704558708      359.2554904885713540
